"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.202375542E0,1.568737793E-1,2.393522644E-1,9.705666962E0,9.709885172E0
8.212331542E0,1.534309387E-1,2.481838989E-1,9.696685638E0,9.701074614E0
8.222287542E0,1.577719116E-1,2.580633545E-1,9.698930969E0,9.703646254E0
8.232243542E0,1.646575928E-1,2.591111755E-1,9.708660736E0,9.713513474E0
8.242199542E0,1.598675537E-1,2.561174011E-1,9.713151398E0,9.717842550E0
8.252155542E0,1.612147522E-1,2.504292297E-1,9.705068207E0,9.709637166E0
8.262111542E0,1.682501221E-1,2.460882568E-1,9.701924744E0,9.706503555E0
8.272067542E0,1.660047913E-1,2.448907471E-1,9.702822876E0,9.707332323E0
8.282023542E0,1.552272034E-1,2.622546387E-1,9.705068207E0,9.709851795E0
8.291979542E0,1.637594604E-1,2.525248718E-1,9.704918518E0,9.709584410E0
8.301935542E0,1.636097717E-1,2.538720703E-1,9.687404938E0,9.692111927E0
8.311891542E0,1.627116394E-1,2.414479065E-1,9.701625366E0,9.705993350E0
8.321847542E0,1.498384094E-1,2.607577515E-1,9.701775055E0,9.706435256E0
8.331803542E0,1.577719116E-1,2.543211365E-1,9.697434082E0,9.702051278E0
8.341759542E0,1.434017944E-1,2.492317200E-1,9.693542175E0,9.697805960E0
8.351715542E0,1.580712891E-1,2.487826538E-1,9.701775055E0,9.706251519E0
8.361671542E0,1.555265808E-1,2.492317200E-1,9.688303070E0,9.692756127E0
8.371627542E0,1.637594604E-1,2.454895020E-1,9.701026611E0,9.705513875E0
8.381583542E0,1.601669312E-1,2.588117981E-1,9.714498596E0,9.719265403E0
8.391539542E0,1.654060364E-1,2.423460388E-1,9.702224121E0,9.706659758E0
8.401495542E0,1.621128845E-1,2.540217590E-1,9.707313538E0,9.711989691E0
8.411451542E0,1.552272034E-1,2.462379456E-1,9.684261475E0,9.688635039E0
8.421407542E0,1.597178650E-1,2.356100464E-1,9.701325989E0,9.705500906E0
8.431363542E0,1.633103943E-1,2.471360779E-1,9.695488129E0,9.700012195E0
8.441319542E0,1.678010559E-1,2.436932373E-1,9.702224121E0,9.706734594E0
8.451275542E0,1.562750244E-1,2.415975952E-1,9.701176300E0,9.705442436E0
8.461231542E0,1.576222229E-1,2.564167786E-1,9.699080658E0,9.703749788E0
8.471187542E0,1.499880981E-1,2.526745605E-1,9.705068207E0,9.709515424E0
8.481143542E0,1.549278259E-1,2.420466614E-1,9.707313538E0,9.711566575E0
8.491099542E0,1.531315613E-1,2.429447937E-1,9.705517273E0,9.709765032E0
8.501055542E0,1.535806274E-1,2.499801636E-1,9.711654510E0,9.716085139E0
8.511011542E0,1.630110168E-1,2.435435486E-1,9.697134705E0,9.701562118E0
8.520967542E0,1.552272034E-1,2.433938599E-1,9.694739685E0,9.699036737E0
8.530923542E0,1.570234680E-1,2.523751831E-1,9.703122253E0,9.707673824E0
8.540879542E0,1.559756470E-1,2.517764282E-1,9.698332214E0,9.702853576E0
8.550835542E0,1.642085266E-1,2.520758057E-1,9.701325989E0,9.705989522E0
8.560791542E0,1.549278259E-1,2.468367004E-1,9.717642059E0,9.722011015E0
8.570747542E0,1.564247131E-1,2.480342102E-1,9.710007935E0,9.714434814E0
8.580703542E0,1.618135071E-1,2.466870117E-1,9.698781281E0,9.703267306E0
8.590659542E0,1.559756470E-1,2.424957275E-1,9.706415405E0,9.710696813E0
8.600615542E0,1.646575928E-1,2.570155334E-1,9.694440308E0,9.699244403E0
8.610571542E0,1.561253357E-1,2.483335876E-1,9.706565094E0,9.710996376E0
8.620527542E0,1.431024170E-1,2.462379456E-1,9.710007935E0,9.714183729E0
8.630483542E0,1.588197327E-1,2.421963501E-1,9.698481903E0,9.702805471E0
8.640439542E0,1.606159973E-1,2.415975952E-1,9.699230347E0,9.703568221E0
8.650395542E0,1.543290710E-1,2.517764282E-1,9.706565094E0,9.711056315E0
8.660351542E0,1.628613281E-1,2.522254944E-1,9.699380035E0,9.704025690E0
8.670307542E0,1.592687988E-1,2.381547546E-1,9.691147156E0,9.695381242E0
8.680263542E0,1.663041687E-1,2.442919922E-1,9.704918518E0,9.709417032E0
8.690219542E0,1.555265808E-1,2.490820312E-1,9.700577545E0,9.705021128E0
8.700175542E0,1.544787598E-1,2.399510193E-1,9.698631592E0,9.702829223E0
8.710131542E0,1.740879822E-1,2.360591125E-1,9.707014160E0,9.711444508E0
8.720087542E0,1.633103943E-1,2.507286072E-1,9.705666962E0,9.710278384E0
8.730043542E0,1.451980591E-1,2.508782959E-1,9.702224121E0,9.706553214E0
8.739999542E0,1.606159973E-1,2.504292297E-1,9.695787506E0,9.700350904E0
8.749955542E0,1.613644409E-1,2.426454163E-1,9.704469452E0,9.708843527E0
8.759911542E0,1.604663086E-1,2.484832764E-1,9.706714783E0,9.711220585E0
8.769867542E0,1.543290710E-1,2.421963501E-1,9.701625366E0,9.705875091E0
8.779823542E0,1.531315613E-1,2.426454163E-1,9.695188751E0,9.699433540E0
8.789779542E0,1.624122620E-1,2.576142883E-1,9.709858246E0,9.714632778E0
8.799735542E0,1.567240906E-1,2.555186462E-1,9.716893616E0,9.721516022E0
8.809691542E0,1.658551025E-1,2.399510193E-1,9.699380035E0,9.703765119E0
8.819647542E0,1.529818726E-1,2.357597351E-1,9.706265717E0,9.710333685E0
8.829603542E0,1.534309387E-1,2.516267395E-1,9.707912292E0,9.712384782E0
8.839559542E0,1.567240906E-1,2.420466614E-1,9.699529724E0,9.703815018E0
8.849515542E0,1.574725342E-1,2.414479065E-1,9.711654510E0,9.715931660E0
8.859471542E0,1.568737793E-1,2.562670898E-1,9.709558868E0,9.714206896E0
8.869427542E0,1.681004333E-1,2.477348328E-1,9.701924744E0,9.706542847E0
8.879383542E0,1.520837402E-1,2.579136658E-1,9.711953888E0,9.716568182E0
8.889339542E0,1.532812500E-1,2.399510193E-1,9.686506805E0,9.690690673E0
8.899295542E0,1.586700439E-1,2.474354553E-1,9.696386261E0,9.700840531E0
8.909251542E0,1.619631958E-1,2.495310974E-1,9.699829102E0,9.704389854E0
8.919207542E0,1.511856079E-1,2.523751831E-1,9.689201202E0,9.693666502E0
8.929163542E0,1.603166199E-1,2.463876343E-1,9.702523499E0,9.706975354E0
8.939119542E0,1.625619507E-1,2.529739380E-1,9.701176300E0,9.705835554E0
8.949075542E0,1.630110168E-1,2.492317200E-1,9.701475677E0,9.706045506E0
8.959031542E0,1.616638184E-1,2.585124207E-1,9.704918518E0,9.709706860E0
8.968987542E0,1.594184875E-1,2.426454163E-1,9.705068207E0,9.709409866E0
8.978943542E0,1.451980591E-1,2.463876343E-1,9.688901825E0,9.693121681E0
8.988899542E0,1.591191101E-1,2.454895020E-1,9.699230347E0,9.703641239E0
8.998855542E0,1.561253357E-1,2.457888794E-1,9.696985016E0,9.701355869E0
9.008811542E0,1.534309387E-1,2.516267395E-1,9.706415405E0,9.710888584E0
9.018767542E0,1.646575928E-1,2.588117981E-1,9.707612915E0,9.712458194E0
9.028723542E0,1.589694214E-1,2.532733154E-1,9.699380035E0,9.703988444E0
9.038679542E0,1.571731567E-1,2.430944824E-1,9.716743927E0,9.721055029E0
9.048635542E0,1.510359192E-1,2.553689575E-1,9.708810425E0,9.713342628E0
9.058591542E0,1.499880981E-1,2.441423035E-1,9.701026611E0,9.705257297E0
9.068547542E0,1.648072815E-1,2.499801636E-1,9.719438324E0,9.724049201E0
9.078503125E0,1.655557251E-1,2.528242493E-1,9.707313538E0,9.712016522E0
9.088459125E0,1.570234680E-1,2.469863892E-1,9.712552643E0,9.716961330E0
9.098415125E0,1.574725342E-1,2.553689575E-1,9.693542175E0,9.698183892E0
9.108371125E0,1.582209778E-1,2.438429260E-1,9.696386261E0,9.700742228E0
9.118327125E0,1.613644409E-1,2.516267395E-1,9.708960114E0,9.713560675E0
9.128283125E0,1.451980591E-1,2.445913696E-1,9.700876923E0,9.705046135E0
9.138239125E0,1.522334290E-1,2.442919922E-1,9.704319763E0,9.708587727E0
9.148195125E0,1.592687988E-1,2.445913696E-1,9.699679413E0,9.704069878E0
9.158151125E0,1.594184875E-1,2.511776733E-1,9.714348907E0,9.718903188E0
9.168107125E0,1.594184875E-1,2.534230042E-1,9.710606689E0,9.715221035E0
9.178063125E0,1.619631958E-1,2.504292297E-1,9.696086884E0,9.700672540E0
9.188019125E0,1.576222229E-1,2.348616028E-1,9.703571320E0,9.707692882E0
9.197975125E0,1.508862305E-1,2.507286072E-1,9.699679413E0,9.704092549E0
9.207931125E0,1.546284485E-1,2.495310974E-1,9.692045288E0,9.696489962E0
9.217887125E0,1.642085266E-1,2.492317200E-1,9.698631592E0,9.703222951E0
9.227843125E0,1.639091492E-1,2.486329651E-1,9.696535950E0,9.701107874E0
9.237799125E0,1.520837402E-1,2.598596191E-1,9.707912292E0,9.712580376E0
9.247755125E0,1.555265808E-1,2.415975952E-1,9.691446533E0,9.695704916E0
9.257711125E0,1.516346741E-1,2.496807861E-1,9.693691864E0,9.698092365E0
9.267667125E0,1.603166199E-1,2.523751831E-1,9.704319763E0,9.708924591E0
9.277623125E0,1.618135071E-1,2.598596191E-1,9.696985016E0,9.701815759E0
9.287579125E0,1.544787598E-1,2.487826538E-1,9.691745911E0,9.696169104E0
9.297535125E0,1.585203552E-1,2.448907471E-1,9.699529724E0,9.703915553E0
9.307491125E0,1.576222229E-1,2.520758057E-1,9.705217896E0,9.709770408E0
9.317447125E0,1.555265808E-1,2.393522644E-1,9.712552643E0,9.716746208E0
9.327403125E0,1.655557251E-1,2.487826538E-1,9.711055756E0,9.715652598E0
9.337359125E0,1.559756470E-1,2.451901245E-1,9.698930969E0,9.703283390E0
9.347315125E0,1.487905884E-1,2.514770508E-1,9.698481903E0,9.702882591E0
9.357271125E0,1.463955688E-1,2.561174011E-1,9.722881165E0,9.727355546E0
9.367227125E0,1.505868530E-1,2.540217590E-1,9.700427856E0,9.704921641E0
9.377183125E0,1.643582153E-1,2.483335876E-1,9.702224121E0,9.706793296E0
9.387139125E0,1.634600830E-1,2.426454163E-1,9.701475677E0,9.705886169E0
9.397095125E0,1.621128845E-1,2.456391907E-1,9.693542175E0,9.698009028E0
9.407051125E0,1.481918335E-1,2.465373230E-1,9.703870697E0,9.708133084E0
9.417007125E0,1.546284485E-1,2.469863892E-1,9.713450775E0,9.717820650E0
9.426963125E0,1.568737793E-1,2.463876343E-1,9.696985016E0,9.701383131E0
9.436919125E0,1.553768921E-1,2.429447937E-1,9.699080658E0,9.703366929E0
9.446875125E0,1.544787598E-1,2.460882568E-1,9.704918518E0,9.709267045E0
9.456831125E0,1.468446350E-1,2.409988403E-1,9.707463226E0,9.711564554E0
9.466787125E0,1.624122620E-1,2.668949890E-1,9.702673187E0,9.707701976E0
9.476743125E0,1.465452576E-1,2.546205139E-1,9.691147156E0,9.695599018E0
9.486699125E0,1.586700439E-1,2.469863892E-1,9.709109802E0,9.713546809E0
9.496655125E0,1.526824951E-1,2.481838989E-1,9.715247040E0,9.719615848E0
9.506611125E0,1.519340515E-1,2.396516418E-1,9.702822876E0,9.706971136E0
9.516567125E0,1.573228455E-1,2.457888794E-1,9.704319763E0,9.708706645E0
9.526523125E0,1.576222229E-1,2.411485291E-1,9.707612915E0,9.711886835E0
9.536479125E0,1.460961914E-1,2.459385681E-1,9.699529724E0,9.703747047E0
9.546435125E0,1.621128845E-1,2.386038208E-1,9.712552643E0,9.716835452E0
9.556391125E0,1.597178650E-1,2.468367004E-1,9.700128479E0,9.704582972E0
9.566347125E0,1.529818726E-1,2.492317200E-1,9.705367584E0,9.709772389E0
9.576303125E0,1.547781372E-1,2.362088013E-1,9.706714783E0,9.710821940E0
9.586259125E0,1.555265808E-1,2.460882568E-1,9.694739685E0,9.699109521E0
9.596215125E0,1.520837402E-1,2.489323425E-1,9.694589996E0,9.698977883E0
9.606171125E0,1.636097717E-1,2.427951050E-1,9.696985016E0,9.701403817E0
9.616127125E0,1.751358032E-1,2.457888794E-1,9.699978790E0,9.704672754E0
9.626083125E0,1.574725342E-1,2.567161560E-1,9.714648285E0,9.719315412E0
9.636039125E0,1.655557251E-1,2.564167786E-1,9.699380035E0,9.704181126E0
9.645995125E0,1.514849854E-1,2.486329651E-1,9.709708557E0,9.714072592E0
9.655951125E0,1.532812500E-1,2.490820312E-1,9.707463226E0,9.711867961E0
9.665907125E0,1.588197327E-1,2.484832764E-1,9.706714783E0,9.711193517E0
9.675863125E0,1.649569702E-1,2.457888794E-1,9.716294861E0,9.720802889E0
9.685819125E0,1.660047913E-1,2.421963501E-1,9.698481903E0,9.702925739E0
9.695775125E0,1.689985657E-1,2.480342102E-1,9.706864471E0,9.711503455E0
9.705731125E0,1.472937012E-1,2.477348328E-1,9.705666962E0,9.709945373E0
9.715687125E0,1.440005493E-1,2.528242493E-1,9.705816650E0,9.710176781E0
9.725643125E0,1.504371643E-1,2.448907471E-1,9.714199219E0,9.718449942E0
9.735599125E0,1.498384094E-1,2.519261169E-1,9.706116028E0,9.710541008E0
9.745555125E0,1.486408997E-1,2.603086853E-1,9.704319763E0,9.708948285E0
9.755511125E0,1.463955688E-1,2.481838989E-1,9.698481903E0,9.702761366E0
9.765467125E0,1.648072815E-1,2.381547546E-1,9.695039063E0,9.699363977E0
9.775423125E0,1.544787598E-1,2.555186462E-1,9.695338440E0,9.699935099E0
9.785379125E0,1.562750244E-1,2.546205139E-1,9.693542175E0,9.698144843E0
9.795335125E0,1.508862305E-1,2.526745605E-1,9.687255249E0,9.691724581E0
9.805291125E0,1.686991882E-1,2.540217590E-1,9.710007935E0,9.714794931E0
9.815247125E0,1.594184875E-1,2.513273621E-1,9.693841553E0,9.698409341E0
9.825203125E0,1.660047913E-1,2.589614868E-1,9.701325989E0,9.706201347E0
9.835159125E0,1.642085266E-1,2.415975952E-1,9.703421631E0,9.707817735E0
9.845115125E0,1.639091492E-1,2.504292297E-1,9.706116028E0,9.710729599E0
9.855071125E0,1.649569702E-1,2.447410583E-1,9.695488129E0,9.699979332E0
9.865027125E0,1.583706665E-1,2.519261169E-1,9.710756378E0,9.715314584E0
9.874983125E0,1.586700439E-1,2.519261169E-1,9.703870697E0,9.708437024E0
9.884939125E0,1.526824951E-1,2.553689575E-1,9.696386261E0,9.700950045E0
9.894895125E0,1.703457642E-1,2.433938599E-1,9.694739685E0,9.699290480E0
9.904851125E0,1.502874756E-1,2.423460388E-1,9.688303070E0,9.692498868E0
9.914807125E0,1.522334290E-1,2.483335876E-1,9.710606689E0,9.714974363E0
9.924763125E0,1.526824951E-1,2.549198914E-1,9.715396729E0,9.719939799E0
9.934719125E0,1.627116394E-1,2.541714478E-1,9.702224121E0,9.706916663E0
9.944675125E0,1.522334290E-1,2.471360779E-1,9.708061981E0,9.712400254E0
9.954631125E0,1.616638184E-1,2.538720703E-1,9.698781281E0,9.703450136E0
9.964587125E0,1.704954529E-1,2.472857666E-1,9.706415405E0,9.711061681E0
9.974543125E0,1.555265808E-1,2.427951050E-1,9.703721008E0,9.708003883E0
9.984499125E0,1.565744019E-1,2.463876343E-1,9.693392487E0,9.697787392E0
9.994455125E0,1.631607056E-1,2.510279846E-1,9.703571320E0,9.708188957E0
1.000441112E1,1.571731567E-1,2.508782959E-1,9.693392487E0,9.697912209E0
1.001436712E1,1.511856079E-1,2.615061951E-1,9.707912292E0,9.712610548E0
1.002432312E1,1.490899658E-1,2.445913696E-1,9.696086884E0,9.700317191E0
1.003427913E1,1.706451416E-1,2.519261169E-1,9.697434082E0,9.702206672E0
1.004423512E1,1.715432739E-1,2.625540161E-1,9.697284393E0,9.702354679E0
1.005419112E1,1.463955688E-1,2.546205139E-1,9.691446533E0,9.695895996E0
1.006414712E1,1.529818726E-1,2.451901245E-1,9.695188751E0,9.699495171E0
1.007410312E1,1.630110168E-1,2.408491516E-1,9.711205444E0,9.715559278E0
1.008405929E1,1.558259583E-1,2.406994629E-1,9.705517273E0,9.709751979E0
1.009401529E1,1.544787598E-1,2.567161560E-1,9.692644043E0,9.697273607E0
1.010397129E1,1.657054138E-1,2.573149109E-1,9.697134705E0,9.701963241E0
1.011392729E1,1.535806274E-1,2.510279846E-1,9.712702332E0,9.717159494E0
1.012388329E1,1.631607056E-1,2.594105530E-1,9.703271942E0,9.708110096E0
1.013383929E1,1.493893433E-1,2.546205139E-1,9.698032837E0,9.702524913E0
1.014379529E1,1.534309387E-1,2.616558838E-1,9.702822876E0,9.707562857E0
1.015375129E1,1.637594604E-1,2.504292297E-1,9.708061981E0,9.712672104E0
1.016370729E1,1.640588379E-1,2.489323425E-1,9.695937195E0,9.700519610E0
1.017366329E1,1.552272034E-1,2.454895020E-1,9.698631592E0,9.702979714E0
1.018361929E1,1.660047913E-1,2.439926147E-1,9.711055756E0,9.715538785E0
1.019357529E1,1.516346741E-1,2.430944824E-1,9.701026611E0,9.705256582E0
1.020353129E1,1.592687988E-1,2.338137817E-1,9.700427856E0,9.704552336E0
1.021348729E1,1.676513672E-1,2.495310974E-1,9.701475677E0,9.706132241E0
1.022344329E1,1.625619507E-1,2.450404358E-1,9.707313538E0,9.711766437E0
1.023339929E1,1.541793823E-1,2.486329651E-1,9.692644043E0,9.697058223E0
1.024335529E1,1.546284485E-1,2.389031982E-1,9.696685638E0,9.700860635E0
1.025331129E1,1.712438965E-1,2.490820312E-1,9.692644043E0,9.697356076E0
1.026326729E1,1.669029236E-1,2.510279846E-1,9.706265717E0,9.710945669E0
1.027322329E1,1.567240906E-1,2.447410583E-1,9.702373810E0,9.706725409E0
1.028317929E1,1.610650635E-1,2.555186462E-1,9.705816650E0,9.710515361E0
1.029313529E1,1.556762695E-1,2.474354553E-1,9.698930969E0,9.703335579E0
1.030309129E1,1.553768921E-1,2.475851440E-1,9.694889374E0,9.699294838E0
1.031304729E1,1.591191101E-1,2.420466614E-1,9.703122253E0,9.707444923E0
1.032300329E1,1.570234680E-1,2.559677124E-1,9.709558868E0,9.714201422E0
1.033295929E1,1.498384094E-1,2.507286072E-1,9.711804199E0,9.716195613E0
1.034291529E1,1.609153748E-1,2.483335876E-1,9.710906067E0,9.715413525E0
1.035287129E1,1.538800049E-1,2.420466614E-1,9.704918518E0,9.709155941E0
1.036282729E1,1.492396545E-1,2.537223816E-1,9.695637817E0,9.700105165E0
1.037278329E1,1.552272034E-1,2.456391907E-1,9.704619141E0,9.708968368E0
1.038273929E1,1.604663086E-1,2.537223816E-1,9.686506805E0,9.691157752E0
1.039269529E1,1.543290710E-1,2.465373230E-1,9.698781281E0,9.703141576E0
1.040265129E1,1.678010559E-1,2.466870117E-1,9.699529724E0,9.704117093E0
1.041260729E1,1.561253357E-1,2.441423035E-1,9.697883148E0,9.702212023E0
1.042256329E1,1.609153748E-1,2.492317200E-1,9.704170074E0,9.708703675E0
1.043251929E1,1.507365417E-1,2.522254944E-1,9.710307312E0,9.714752045E0
1.044247529E1,1.553768921E-1,2.612068176E-1,9.709708557E0,9.714464023E0
1.045243129E1,1.622625732E-1,2.543211365E-1,9.694140930E0,9.698833783E0
1.046238729E1,1.645079041E-1,2.427951050E-1,9.694440308E0,9.698875460E0
1.047234329E1,1.496887207E-1,2.433938599E-1,9.703870697E0,9.708076730E0
1.048229929E1,1.547781372E-1,2.492317200E-1,9.701325989E0,9.705761107E0
1.049225529E1,1.529818726E-1,2.469863892E-1,9.702224121E0,9.706572960E0
1.050221129E1,1.555265808E-1,2.451901245E-1,9.692644043E0,9.696992073E0
1.051216729E1,1.645079041E-1,2.499801636E-1,9.695188751E0,9.699806073E0
1.052212329E1,1.583706665E-1,2.504292297E-1,9.696535950E0,9.701062081E0
1.053207929E1,1.604663086E-1,2.562670898E-1,9.696086884E0,9.700800127E0
1.054203529E1,1.612147522E-1,2.664459229E-1,9.693841553E0,9.698842595E0
1.055199129E1,1.535806274E-1,2.531236267E-1,9.708810425E0,9.713323759E0
1.056194729E1,1.630110168E-1,2.489323425E-1,9.702074432E0,9.706636297E0
1.057190329E1,1.651066589E-1,2.421963501E-1,9.698481903E0,9.702910414E0
1.058185929E1,1.580712891E-1,2.525248718E-1,9.704768829E0,9.709340522E0
1.059181529E1,1.616638184E-1,2.465373230E-1,9.692194977E0,9.696677746E0
1.060177129E1,1.618135071E-1,2.556683350E-1,9.692194977E0,9.696916694E0
1.061172729E1,1.642085266E-1,2.576142883E-1,9.709558868E0,9.714363746E0
1.062168329E1,1.603166199E-1,2.522254944E-1,9.708061981E0,9.712661147E0
1.063163929E1,1.689985657E-1,2.404000854E-1,9.696236572E0,9.700688449E0
1.064159529E1,1.483415222E-1,2.517764282E-1,9.709259491E0,9.713656183E0
1.065155129E1,1.579216003E-1,2.525248718E-1,9.697434082E0,9.702006793E0
1.066150729E1,1.616638184E-1,2.421963501E-1,9.704918518E0,9.709286158E0
1.067146329E1,1.513352966E-1,2.499801636E-1,9.713750153E0,9.718144601E0
1.068141929E1,1.469943237E-1,2.616558838E-1,9.707612915E0,9.712251008E0
1.069137529E1,1.649569702E-1,2.525248718E-1,9.696835327E0,9.701525394E0
1.070133129E1,1.546284485E-1,2.513273621E-1,9.713450775E0,9.717931949E0
1.071128729E1,1.525328064E-1,2.411485291E-1,9.695787506E0,9.699985270E0
1.072124329E1,1.520837402E-1,2.351609802E-1,9.698182526E0,9.702225232E0
1.073119929E1,1.565744019E-1,2.474354553E-1,9.699978790E0,9.704397373E0
1.074115529E1,1.594184875E-1,2.625540161E-1,9.703571320E0,9.708431656E0
1.075111129E1,1.585203552E-1,2.504292297E-1,9.705367584E0,9.709892041E0
1.076106729E1,1.510359192E-1,2.522254944E-1,9.715247040E0,9.719694162E0
1.077102329E1,1.652563477E-1,2.499801636E-1,9.706265717E0,9.710890479E0
1.078097929E1,1.543290710E-1,2.504292297E-1,9.711055756E0,9.715510082E0
1.079093529E1,1.552272034E-1,2.570155334E-1,9.703122253E0,9.707766681E0
1.080089129E1,1.567240906E-1,2.462379456E-1,9.709708557E0,9.714094699E0
1.081084729E1,1.616638184E-1,2.504292297E-1,9.709409180E0,9.713983560E0
1.082080329E1,1.451980591E-1,2.549198914E-1,9.705217896E0,9.709650922E0
1.083075929E1,1.571731567E-1,2.508782959E-1,9.697134705E0,9.701652684E0
1.084071529E1,1.535806274E-1,2.513273621E-1,9.718091125E0,9.722553552E0
1.085067129E1,1.499880981E-1,2.523751831E-1,9.709858246E0,9.714295487E0
1.086062729E1,1.887574768E-1,2.493814087E-1,9.666897583E0,9.671955818E0
1.087058329E1,2.347119141E-1,2.330653381E-1,9.634415131E0,9.640091496E0
1.088053929E1,7.214996338E-2,2.594105530E-1,9.705367584E0,9.709101884E0
1.089049529E1,1.071771240E-1,2.565664673E-1,9.633367310E0,9.637379260E0
1.090045129E1,1.947450256E-1,2.366578674E-1,9.902956696E0,9.907698213E0
1.091040729E1,1.848655701E-1,2.263293457E-1,9.744586029E0,9.748966978E0
1.092036329E1,1.233435059E-1,2.110610962E-1,9.708061981E0,9.711139369E0
1.093031929E1,1.294807434E-1,2.282752991E-1,9.773475952E0,9.776998878E0
1.094027529E1,6.526428223E-2,2.704875183E-1,9.493108978E0,9.497185952E0
1.095023129E1,2.968327332E-1,2.671943665E-1,9.710007935E0,9.718217768E0